Oyster index:        1   Mesh resident:  T    Is it alive:  F     STATUS: temperature                                                                     
Oyster index:        2   Mesh resident:  T    Is it alive:  F     STATUS: temperature                                                                     
Oyster index:        3   Mesh resident:  F    Is it alive:  T     STATUS: Alive                                                                           
Oyster index:        4   Mesh resident:  T    Is it alive:  F     STATUS: temperature                                                                     
Oyster index:        5   Mesh resident:  T    Is it alive:  F     STATUS: temperature                                                                     
